Owner,total_capacity,number_of_plants,average_LitPop_exposure,geographic_spread,company_latitude,company_longitude
Tianjin Pipe Corp,3000.0,1,7120436820.791538,1,39.034002,117.486798
Nanyang Hanye SPECIAL STREET Co Ltd,3000.0,1,313551485.3556643,1,33.269324,111.534635
JSW Rayalaseema Steel Limited,3000.0,1,45263087.15252942,1,14.76855,78.403263
Anhui Shoukuang Dachang Metal Material Co Ltd,3000.0,1,26192474.427464876,1,32.329171,115.954963
Jiangsu Jingye Iron and Steel Co Ltd,3000.0,1,1557019273.7154286,1,34.38381,119.786878
Wuan Mingfang Iron & Steel Co Ltd,2999.0,1,6917400988.421546,1,36.710754,114.207855
Jinzhou Jinxing Special Steel Co Ltd,2960.0,1,549095770.045926,1,41.188888,121.225043
Godawari Power and Ispat Ltd,2859.0,2,919900210.3246052,1,21.470623,81.7106675
Heyuan Derun Steel Co Ltd,2850.0,2,5199836757.785021,1,23.5457045,114.820847
Shandong Shouguang Juneng SPECIAL Steel Co Ltd,2850.0,1,1440684200.7685635,1,36.939125,118.785598
NR Ispat and Power Pvt Ltd,2848.0,1,155299189.2988411,1,22.013086,83.330372
Orissa Sponge Iron and Steel Ltd,2804.0,1,55597769.29395994,1,21.801994,85.56751
Yingkou Iron & Steel Co Ltd,2800.0,1,758099574.9849542,1,40.664651,122.415057
Mukand Sumi Special Steel Ltd,2800.0,1,208281204.80950305,1,15.328976,76.258613
Fangda Special Steel Technology Co Ltd,2800.0,1,30850521591.191532,1,28.645441,115.99204
Liyang Baorun Steel Co Ltd,2760.0,1,5294448729.56292,1,31.471123,119.485941
Ramsarup Industries Ltd,2760.0,1,3789988245.8372393,1,22.977477,88.457443
Shandong Iron Steel Group Yongfeng Zibo Co Ltd,2700.0,1,5698841287.0221615,1,36.906036,118.111833
Shandong Laigang Yongfeng Steel Corp,2700.0,1,2781115807.54017,1,36.7993,116.8026
Tongling City Xuanli Special Steel Co Ltd,2700.0,1,322755495.5135918,1,31.062807,117.956015
Anhui Guihang Special Steel Co Ltd,2700.0,1,189683194.67400867,1,30.531068,117.251147
Shandong Chuanyang Group Co Ltd,2700.0,1,3677756121.979178,1,36.894784,117.888366
Shandong Xinhua Special Steel Group Co Ltd,2700.0,1,783615313.084411,1,36.256175,116.179833
Linyi Iron and Steel Investment Group Co Ltd,2700.0,1,212520272.51501238,1,35.15735,119.133999
Linyi Jiangxin Steel Co Ltd,2700.0,1,7972147725.823803,1,34.951117,118.305389
Jiangsu Shente Steel Corp,2700.0,1,5294448729.56292,1,31.471123,119.485941
Jilin Jianlong Steel Co Ltd,2700.0,1,133726064.71790448,1,44.011951,126.537086
Chifeng Zhongtang Special Steel Co Ltd,2700.0,1,14520160.651008502,1,41.834064,119.281883
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2695.0,1,278283618.2820494,1,39.193697,122.057788
Anyuan Iron & Steel Co Ltd,2650.0,1,7940031421.185044,1,27.64555,113.902126
Kyoei Steel Ltd,2645.0,3,33170209963.181366,1,34.61929633333333,134.55528633333333
Shakambhari Ispat & Power Ltd,2640.0,1,740366725.9212388,1,23.613861,86.789527
Jianlong Beiman SPECIAL Steel Co Ltd,2570.0,1,3437488269.916678,1,47.191285,123.616512
Luannan Huarui Steel Co Ltd,2550.0,1,1572778754.3996863,1,39.51833,118.715766
Guangdong Guoxin Industrial Co Ltd,2500.0,1,4977101905.5661955,1,23.407415,116.570818
Shanxi Tongde Xinghua Special Steel Co Ltd,2500.0,1,353310074.948443,1,40.183517,113.305462
Hebei Xinxing Ductile Iron Pipes Co Ltd,2500.0,1,1570133414.6514165,1,36.621504,114.128189
Shyam Steel Manufacturing Ltd,2464.0,1,675556161.7232339,1,23.564157,87.089552
Baotou DA AN IRON&STEEL Co Ltd,2450.0,2,8439898530.62294,1,40.688731000000004,109.75999300000001
Chifeng Yuanlian Steel Co Ltd,2450.0,1,1995635766.3421109,1,42.278115,119.015289
Tangshan Zhengfeng Steel Co Ltd,2439.0,1,2256673828.2882605,1,39.85271,118.181279
Yangchun New Iron & Steel Co Ltd,2400.0,1,126961940.125218,1,22.084904,111.642187
Yangzhou Qinyou Special Metal Materials Co Ltd,2400.0,1,361408387.5824465,1,32.838703,119.425236
Atibir Industries Co Ltd,2400.0,1,510655890.86209947,1,24.145239,86.334999
Guangdong Nanfang Donghai Iron and Steel Co Ltd,2400.0,1,194781090.93254027,1,22.907614,112.224952
Tangshan Chunxing Special Steel Co Ltd,2400.0,1,1872854078.2187674,1,39.676326,118.427914
Tangshan Jinma Iron & Steel Group Co Ltd,2400.0,1,1872854078.2187674,1,39.700499,118.456775
KIC Metaliks Ltd,2392.0,1,1554639245.0040002,1,23.507539,87.277914
BMM Ispat Ltd,2208.0,1,326466748.184155,1,15.16972,76.37971
Guangdong Yuebei United Steel Co Ltd,2055.0,1,114780320.39245096,1,24.262452,113.728198
Xining Special Steel Co Ltd,2040.0,1,3718700727.8378444,1,36.66856,101.671414
Guangdong Guangqing METAL Technology Co Ltd,2040.0,1,546325381.749661,1,21.697069,111.848841
Heilongjiang Jianlong Iron and Steel Co Ltd,2001.0,1,125175844.19061546,1,46.602297,131.071877
BERIS Jiangsu Heavy Industry Co Ltd,2000.0,1,178113102.28059617,1,32.104319,119.792126
Anyang Xinpu Steel Co Ltd,2000.0,1,17037663839.757977,1,36.163203,114.296223
Surjagad Ispat Pvt Ltd,2000.0,1,1744300.2223284245,1,19.487201,79.968551
Shandong Longsheng Iron and Steel Co Ltd,2000.0,1,2852374041.5661826,1,36.891189,118.187041
Jiangsu Changqiang Iron & Steel Co Ltd,2000.0,1,5149260849.902505,1,31.952064,120.189749
Tangshan Wenfeng Special Steel Co Ltd,2000.0,1,146526011.7107865,1,39.146541,118.432261
Guangdong Jingye Iron and Steel Co Ltd,2000.0,1,7797595936.055308,1,23.454666,116.498483
Wuhu Fuxin Iron & Steel Co Ltd,2000.0,1,203072621.1319695,1,31.194505,118.067833
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2000.0,1,111523145.34028804,1,39.855971,106.886647
Luzhou Xinyang Vanadium Titanium Steel Co Ltd,2000.0,1,20271489.796361625,1,28.851779,105.70509
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2000.0,1,1042494789.8844099,1,31.229893,118.150867
Hubei Shunle Iron and Steel Co Ltd,2000.0,1,96700424.06712171,1,29.925026,113.826118
Fujian Wuhang Stainless Steel Products Co Ltd,2000.0,1,6512786661.363352,1,25.95923,119.452018
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd,2000.0,1,755333747.2342982,1,43.696186,122.219433
Fuzhou Wuhang Steel Products Co Ltd,2000.0,1,6512786661.363352,1,25.995101,119.495725
Xiangfen County Xingyuan Steel Group Co Ltd,2000.0,1,643103075.7903618,1,35.880324,111.387956
Guizhou United Steel (Group) Co Ltd,1990.0,1,288427354.33009654,1,27.591691,106.814024
Henan Changtai Stainless Steel Plate Co Ltd,1936.0,1,3849360572.403314,1,34.702951,112.955911
Tangshan DELONG Steel Co Ltd,1920.0,1,218136816.73348233,1,39.19256,118.899533
Shandong Minyuan Steel & Iron Co Ltd,1900.0,1,5882085161.067249,1,36.728409,117.426582
ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,1900.0,1,758099574.9849542,1,40.626396,122.38884
Angang Lianzhong Stainless Steel Corp,1900.0,1,23605391215.706425,1,23.126822,113.505817
Lucheng Xingbao Iron & Steel Co Ltd,1900.0,1,2719454994.077153,1,36.332449,113.15509
Shandong Taigang Xinhai Stainless Steel Co Ltd,1860.0,1,374021532.01611346,1,35.228556,119.084178
Hebei Huaxi Special Steel Co Ltd,1824.0,1,658638310.9064554,1,39.260784,119.005925
Orissa Steel & Power Pvt Ltd,1804.0,1,47335285.52206003,1,22.3591,87.017184
Tianjin Tianfeng Steel Co Ltd,1800.0,1,805190129.0529438,1,38.832642,117.102765
Anshan Baode Iron & Steel Co Ltd,1800.0,1,4381066890.384275,1,41.173613,122.945501
Chongli Steel Manufacturing Co Ltd,1800.0,1,475205331.7791578,1,36.602468,113.755744
Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,1800.0,1,307330756.7732362,1,39.4632,118.247191
Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,1725.0,2,14775761.727532735,1,23.1567485,109.43017850000001
Godo Steel Ltd,1700.0,3,176002564914.40576,1,35.057881,136.68735066666667
Tongshan Liguo Iron and Steel Co Ltd,1700.0,1,261090607.59518936,1,34.55486,117.327039
Xuzhou TaiFa Special Steel Technology Co Ltd,1700.0,1,279149401.67212856,1,34.448514,117.271876
Yunnan Jingye Steel Co,1700.0,1,59127258.8221577,1,25.023852,102.312086
Chengde Zhaofeng Steel Group Co Ltd,1700.0,1,25938154.368309747,1,40.593875,118.633334
Xuzhou Baofeng Special Steel Co Ltd,1700.0,1,1369908468.9113462,1,34.364872,117.322633
Tangshan Jianlong Steel SPECIAL Steel Co Ltd,1700.0,1,3405149508.8777,1,40.167686,117.964004
Jai Balaji Jyoti Steels Ltd,1688.0,1,94945328.67570616,1,22.085338,84.86184
Hebei YongYang Special Steel Group Co Ltd,1610.0,1,364664534.1041899,1,36.786851,114.376132
Hebei Baoxin Iron and Steel Group Co Ltd,1600.0,1,1340340843.3454995,1,36.555205,114.108273
Jiangsu Xingda Steel Group Co Ltd,1600.0,1,261090607.59518936,1,34.501981,117.316278
Jianglong Acheng Iron & Steel Co Ltd,1600.0,1,3851213851.5239058,1,45.562002,126.968128
Sanyo Special Steel Co Ltd,1596.0,1,12333371034.581137,1,34.788074,134.672046
Jiangsu HONGTAI Metals Ware Co Ltd,1576.0,1,3200493895.461697,1,32.138393,119.554693
Ningxia Boyu Hongxing Special Steel Group Co Ltd,1520.0,1,1044069289.8932406,1,39.273832,106.75146
Kalyani Steels Ltd,1509.0,1,319583186.94651854,1,20.601819,85.594653
Jiangyin Huaxi Steel Co Ltd,1500.0,1,10086515908.61508,1,31.816482,120.424347
Jilin Jingang Lron and Steel Co Ltd,1500.0,1,7056524178.650425,1,43.20023,124.335697
Danyang Longjiang Steel Co Ltd,1500.0,1,5805245295.940704,1,32.027791,119.57706
Daido Steel Co Ltd,1500.0,1,27104407629.54368,1,35.016404,136.864744
Ningxia Xinghua Iron and Steel Co Ltd,1500.0,1,1044069289.8932406,1,39.309571,106.79093
Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,1500.0,1,607979569.3111423,1,23.518229,111.235509
Aichi Steel Corp,1495.0,1,110186877555.41345,1,35.044558,136.900772
Honghe Iron and Steel Co Ltd,1422.0,1,1145833787.5269697,1,23.470733,103.272784
Yunnan Qujing Iron and Steel Group Co Ltd,1400.0,1,54580293.24053438,1,26.275342,104.168311
Hebei Xinghua Iron and Steel Co Ltd,1400.0,1,2791499561.2492723,1,36.744936,114.111602
Heping Yueshen Steel Industrial Co Ltd,1400.0,1,922848789.0805657,1,24.49796,114.93888
Shandong Luli Steel Co Ltd,1400.0,1,309288577.011094,1,36.970875,118.955444
Yunnan Qujing Iron and Steel Group Yanggang Iron and Steel Co Ltd,1400.0,1,135064897.5047968,1,25.308777,103.876391
Yantai Walsin Stainless Steel Co Ltd,1400.0,1,18963550948.945488,1,37.548627,121.277488
Jiangsu Delong Nickel Industry Co Ltd,1350.0,1,890142435.6329616,1,34.443469,119.816574
Inner Mongolia Desheng Metal Products Co Ltd,1350.0,1,111523145.34028804,1,39.867015,106.890377
Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,1350.0,1,14286152.175898882,1,40.427008,119.219855
Tianjin Tianzhong Giant Heavy Industry Co Ltd,1350.0,1,1572778754.3996863,1,39.501442,118.719554
Hebei Huaxin Special Steel Co Ltd,1350.0,1,1439683054.8066726,1,36.53048,114.245262
Tongling Fuxin Iron & Steel Co Ltd,1350.0,1,6386761084.181079,1,30.907561,117.772866
Guizhou Ganglian Industrial Group Co Ltd,1325.0,1,3047624310.877063,1,27.615147,106.949926
Chengde Shengfeng Iron & Steel Co Ltd,1301.0,1,714450516.0938448,1,40.622466,118.490845
Hengyang Valin Steel Tube Co Ltd,1300.0,1,8841440925.872505,1,26.865484,112.576853
Fujian Longgang New Materials Co Ltd,1210.0,1,81212030.76822813,1,25.357408,117.362096
Shanxi Dongfang Hengliu Precision Casting Co,1200.0,1,586782703.6351858,1,36.080051,111.647754
Shaanxi Huaxin Special Steel Group Co Ltd,1200.0,1,179102021.36746305,1,34.523278,109.986042
Zhejiang Wantai Special Steel Co Ltd,1200.0,1,3208888731.268896,1,30.944342,120.971803
Anyang Huixin Special Steel Co Ltd,1200.0,1,3691623504.775808,1,36.152418,114.15839
Yunnan Qujing Iron & Steel Group Yue Steel Iron & Steel Co Ltd,1200.0,1,135064897.5047968,1,25.304544,103.889418
natural person(s); Hubei Xinxin Steel Group Co Ltd,1200.0,1,1002488417.5250294,1,30.067469,114.934091
Wuhan Shunle Stainless Steel Co Ltd,1200.0,1,11843724400.76606,1,30.394434,114.257701
Guilin Pinggang Iron and Steel Co Ltd,1200.0,1,33714093.6953855,1,24.673567,110.78959
Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,1200.0,1,6503602261.824279,1,23.089502,109.63938
Huahong Iron and Steel Products Co Ltd,1200.0,1,468805622.32278705,1,28.090098,119.519509
Henan Fuhua Iron & Steel Group Co Ltd,1200.0,1,3251997907.564753,1,34.462949,113.700844
Prakash Industries Ltd,1190.0,1,465552274.1725282,1,22.004694,82.671666
Guangxi Hezhou Kexinda Metal Products Co Ltd,1150.0,1,90031801.82740928,1,23.979937,111.745037
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,1150.0,1,9710283612.501226,1,39.551552,118.137993
Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co Ltd,1110.0,1,1337515.1727294303,1,44.080866,88.417209
Yuxi Iron and Steel Group Zhenfei Iron and Steel Co Ltd,1110.0,1,106654789.90736285,1,24.074756,102.765983
Wuxi Xinsanzhou Special Steel Co Ltd,1100.0,1,11935089663.247892,1,31.681005,120.251785
Hubei Wucheng Iron and Steel Group Co Ltd,1100.0,1,14250230836.869875,1,30.341239,114.857744
Guangdong Guangqing Metal Technology Co Ltd,1100.0,1,5052871258.0219145,1,31.980237,120.571455
Jilinheng Precision Casting Technology Co Ltd,1100.0,1,10768816.011382872,1,43.196537,126.00063
Kapila Metals Pvt Ltd,1074.0,1,100155279.26306468,1,19.874223,75.817553
Guangdong Taidu Iron & Steel Co Ltd,1020.0,1,1746497357.0257854,1,23.504558,112.962693
Arjas Steel Pvt Ltd,1005.0,1,216622786.99645334,1,14.873471,78.048425
Xinjiang Da'an Special Steel Co Ltd,1000.0,1,21656190.748155303,1,42.700465,93.542466
Xinjiang Ka Steel Group Co,1000.0,1,4239302.117930701,1,39.142997,76.161589
Fujian Hongfeng Industrial Group Co Ltd,1000.0,1,29883675.310433295,1,26.868423,117.776369
Wuzhou Yongda Special Steel Co Ltd,1000.0,1,607979569.3111423,1,23.520307,111.229981
Jingzhou Qunli Metal Products Co Ltd,1000.0,1,118075214.85034539,1,30.3505,112.353782
Jiangxi Taixin Iron & Steel Co Ltd,1000.0,1,24651705.83317486,1,28.60445,118.163615
Xinjiang Yili Iron and Steel Co Ltd,1000.0,1,36347068.67769812,1,43.526808,83.294323
Dazhou Hangda Steel Co Ltd,1000.0,1,49607605.43538932,1,31.435149,107.685981
Shengli (Qingyuan) Steel Products Co Ltd,1000.0,1,1383225148.037752,1,23.553041,113.119942
Fushun Special Steel Co Ltd,999.0,1,8540543698.927486,1,41.838774,123.806586
Topy Industries Ltd,960.0,1,6515425440.511312,1,34.719644,137.322259
Fujian Qingtuo New Material Co Ltd,958.0,1,11794218.386546498,1,26.779301,119.767935
Jinye Steel Group Co Ltd,950.0,1,1182364306.7889879,1,36.148131,113.209523
Longchuan Hanghui Steel Co Ltd,930.0,1,1069393003.8951043,1,24.113189,115.215068
Fengshun County Dongfang Metal Casting Co Ltd,930.0,1,453215982.2079722,1,23.749104,116.138262
Guangdong Taiye Hongda Steel Co Ltd,920.0,1,1746497357.0257854,1,23.54332928798603,112.9908240744354
Guangdong Shengye Steel Co Ltd,920.0,1,106278554.73135719,1,24.008564,114.797328
Guangdong Shiji Qingshan Nickel Industry Co Ltd,900.0,1,546325381.749661,1,21.687053,111.848893
Baotou Jiyu Steel Co Ltd,900.0,1,563557793.4713724,1,40.662343,109.696243
Guangshui Huaxin Smelt Industry Co Ltd,869.0,1,39099648.249599755,1,31.50221,114.008142
Tangshan Shoutang Baosheng Functional Materials Co Ltd,860.0,1,1356006637.3997142,1,39.751793,118.490004
Guangdong Hongde Steel Group Co Ltd,860.0,1,2371893017.6045723,1,24.672351,113.535574
Yunnan Muguang Industry and Trade Co Ltd,850.0,1,106654789.90736285,1,24.077079,102.771634
Zhengzhou YONGTONG SPECIAL Steel Co Ltd,850.0,1,349309237.1561481,1,34.64443,112.937985
Luoyang Luogang Group of Steel and Iron Co Ltd,850.0,1,898607349.1565193,1,34.798477,112.580505
Sichuan Ya'an Anshan Iron and Steel Co Ltd,830.0,1,388037.3015476711,1,30.059133,102.625907
Wu'an Yongcheng Zhuye Co Ltd,830.0,1,188809636.46592227,1,36.660278,113.993995
Inner Mongolia Mingtuo Ferrite New Material Co Ltd,800.0,1,563557793.4713724,1,40.597557,109.683202
Hezhou Xindu Sanyuan Casting Co Ltd,780.0,1,90031801.82740928,1,23.987007,111.739775
Mono Steel (India) Ltd,770.0,1,31833855.18768871,1,23.312265,70.201953
Xinjiang Kunyu Lron & Steel Co Ltd,750.0,1,499486217.0650745,1,44.404189,84.966753
Jiangsu Suxin Special Steel Co Ltd,750.0,1,11475374812.138918,1,31.400644,120.475103
Fengshun Yongshun Continuous Casting Plant,720.0,1,453215982.2079722,1,23.747173,116.126241
Fengshun County Hongbao Industrial Co Ltd,720.0,1,1404595.2279711333,1,23.720136,115.949449
Lianping County Huafeng Steel Co Ltd,720.0,1,271704400.55409884,1,24.18435,114.728202
Fujian Fuxin Special Steel Co Ltd,720.0,1,17250077612.688942,1,24.472439,117.94885
Guangdong Daxing Iron & Steel Industrial Co Ltd,720.0,1,13690835436.783312,1,23.529158,116.329247
Zijin County Dongri Foundry Co Ltd,720.0,1,12925770.443472354,1,23.356612,114.769565
Dongyuan Dongnan Industrial Co Ltd,720.0,1,24627219.044078365,1,24.038397,114.873435
Fengshun County Agricultural Machinery Continuous Casting Co,720.0,1,453215982.2079722,1,23.748318,116.13985
Guangdong Yuedong Steel Co Ltd,720.0,1,10381673523.067602,1,23.711585,114.689761
Jiangyin Xicheng Steel Co Ltd,720.0,1,8256028173.465794,1,31.892299,120.198394
Chongqing Yonghang Steel Group Co Ltd,700.0,1,476620864.0503676,1,29.836163,106.988138
Shaanxi Hanzhong Iron & Steel Group Co,700.0,1,554486726.9337088,1,33.132446,106.657646
Zibo Qilin Fushan Steel Co Ltd,700.0,1,5698841287.0221615,1,36.887998,118.145416
Linyi Iron and Steel Investment Group Stainless Steel Co Ltd,700.0,1,238915176.01580334,1,35.148443,119.068015
Tangshan Yutian Jinzhou Industry Co Ltd,700.0,1,74159309.89730716,1,39.967373,117.857659
Yamato Steel Co Ltd,700.0,1,11107163158.787853,1,34.783319,134.604616
Yun County Rongfeng Rolling Mill Factory,700.0,1,2868377109.874325,1,32.738598,110.793269
Bhagyalaxmi Metals Pvt Ltd,672.0,1,20100548.68457569,1,20.088919,79.71792
Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,669.0,1,2578998262.3683743,1,31.763517,104.761441
Guangdong Guixin Steel Co Ltd,630.0,1,1383225148.037752,1,23.517109,113.106865
Lianyungang Huale Alloy Group Co Ltd,621.0,1,175014771.30063456,1,34.607964,119.447626
Huizhou Jushun Iron and Steel Plant,620.0,1,5079645602.338191,1,23.178652,114.279374
Fengshun Changsheng Precision Steel Casting Co Ltd,620.0,1,1746497357.0257854,1,23.507015,112.953822
Heyuan Huacheng Metal Products Co Ltd,620.0,1,661354659.4113086,1,23.56658,114.598993
BPA Metallics Pvt Ltd,613.0,1,400367384.08294696,1,21.926993,83.374089
Swadesh Metallics Pvt Ltd,600.0,1,194558399.93739942,1,21.625706,81.705254
Shougang Guiyang SPECIAL Steel Co Ltd,600.0,1,264952407.92503846,1,26.873592,106.73215
Yichang Fulong Iron & Steel Co Ltd,600.0,1,3382709142.716387,1,30.586332,111.398846
Baotou Baoxin Special Steel Co Ltd,600.0,1,883833.8895358075,1,41.362925,110.988771
Fujian Dingxin Industry Co Ltd,600.0,1,11794218.386546498,1,26.7695,119.738519
Sichuan Gangchen Stainless Steel Co Ltd,600.0,1,473439435.8729224,1,29.501044,103.607365
Shiyan Fuyan Iron and Steel Co Ltd,600.0,1,111115982.9373292,1,32.650367,110.654794
Nakayama Steel Products Co Ltd,600.0,1,324278211589.9782,1,34.699762,135.430119
Inner Mongolia Wanzhou Special Steel Co Ltd,575.0,1,13833901.491643237,1,40.977329,110.022924
Fogang Dawei Special Steel Co Ltd,575.0,1,794462578.72561,1,23.893972,113.500829
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,550.0,1,442654217.20127475,1,30.830726,105.367695
Chongqing Pengcheng Steel Co Ltd,520.0,1,3649329774.430953,1,29.259699,106.214031
Guangdong Yuehua Iron & Steel Group Co Ltd,520.0,1,386008960.44992363,1,24.275783,113.388896
Taishan Baofeng Iron & Steel Co Ltd,520.0,1,4190029623.921236,1,22.425677,112.788855
Vardhman Special Steels Limited,500.0,1,2490777403.6033077,1,30.890103,75.908673
Zhejiang TSINGSHAN IRON&STEEL Co Ltd,500.0,1,1195110580.909999,1,28.136096,120.380401
Anhui Jin'an Stainless Steel Foundry Co Ltd,500.0,1,413630926.1177371,1,31.763956,115.924372
Guangdong Zhanhong Steel Plant,500.0,1,33770610.58382256,1,23.037858,114.970593
Ningbo Haoyang New MATERIALS Techonology Co Ltd,500.0,1,4420088191.603954,1,30.267113,121.052503
Liaoyang Xinyi Special Steel Co Ltd,500.0,1,4381066890.384275,1,41.225003,122.970488
Huainan Hongtai Steel Limited Liability Co,500.0,1,4888696838.2685,1,32.619248,116.905869
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,500.0,1,2256673828.2882605,1,39.85271,118.181279
Guangdong Yueshao Iron & Steel Co Ltd,500.0,1,2904267538.2436757,1,24.688355,113.657408
Baosteel Special Metals Co Ltd,500.0,1,72345769161.90762,1,31.379422,121.484652
Adhunik Metaliks Ltd,500.0,1,721177173.7528095,1,22.308371,84.763584
Guangdong Fogang Jincheng Metal Products Co Ltd,500.0,1,92889374.35438424,1,23.741965,113.502168
"Guangde Xinyuanda Metal Products Co., Ltd. Co Ltd",500.0,1,60598213.36689451,1,31.0494162,119.5296269
WISCO Group Xiangyang Heavy Equipment MATERIALS Co Ltd,500.0,1,6115679576.442959,1,32.10704,112.235621
Linyi Meide Gengchen Metal Materials Co Ltd,500.0,1,374021532.01611346,1,35.188667,119.087048
Kishiwada Steel Co Ltd,500.0,1,38442254742.5372,1,34.477479,135.353918
Hubei Dazhan Steel & Iron Co Ltd,500.0,1,600972460.8080096,1,31.006752,113.754995
Jiangxi Yuanxing Iron and Steel Co Ltd,500.0,1,982532261.0660375,1,24.881098,114.802833
Chongqing Yuxi Iron & Steel (Group) Co Ltd,260.0,1,157576554.0679347,1,29.488759,105.862658
Linzhou Hexin Foundry Co Ltd,240.0,1,1250100343.4634068,1,36.112742,113.861135
Mintal Group Co Ltd,0.0,1,38453234.3149022,1,41.7915,109.865367
Shanxi HUAQIANG Iron and Steel Co Ltd,0.0,1,402152281.1129497,1,35.670848,111.378887
Hebei Jingdong Pipe Industry Co Ltd,0.0,1,177055102.2953652,1,39.932656,118.836844
Hebei Guanfeng Metallurgical Industry Co Ltd,0.0,1,2791499561.2492723,1,36.73422,114.111085
Hebei PROVINCE Longfengshan Casting Industry Co Ltd,0.0,1,2791499561.2492723,1,36.705105,114.105387
Tata Metaliks Ltd,0.0,1,2985882028.961829,1,22.385611,87.287179
Shijiazhuang Hongsen Melting & Casting Co Ltd,0.0,1,945492196.1136818,1,38.021527,114.916959
Jiangsu Longyuan Steel Co Ltd,0.0,1,261090607.59518936,1,34.538033,117.329589
Huangshi Xinxing Pipe Industry Co Ltd,0.0,1,4262753872.987659,1,30.181393,114.944879
Huarui (Handan) Casting & Pipe Co Ltd,0.0,1,1340340843.3454995,1,36.561049,114.102793
Shougang Yili Iron & Steel Co Ltd,0.0,1,36347068.67769812,1,43.528516,83.276706
Fushun HANWANG Direct Reduced Iron Co Ltd,0.0,1,26636182.46122891,1,41.670998,123.85143
Wugang Zhongjia Iron & Steel Co Ltd,0.0,1,642394331.888709,1,33.29175,113.458011
GuangDong Xinxing Ductile Iron Pipes Co Ltd,0.0,1,126961940.125218,1,22.09914,111.665479
Weining Hengchang Furnace Charge & Casting Co Ltd,0.0,1,21953226.651415624,1,26.783556,104.394517
Vedanta Iron and Steel Ltd,0.0,1,607137556.302787,1,15.526866,73.986671
Electrosteel Castings Ltd,0.0,1,142335900.08133274,1,13.717188,79.630588
Changli Xingguo Precision Machinery Co Ltd,0.0,1,853581286.6142415,1,39.704921,118.897417
